,text,category,entity_type,entity_value,start_offset,end_offset,tags
1558,help me check in what situations can I ask to be refunded,check_refund_policy,,,,,BL
1559,want help seeing in which situations can i ask for refunds,check_refund_policy,,,,,BLQ
1560,i have got to check in what cases can i ask to be reimbursed,check_refund_policy,,,,,BLQ
1561,see in which situations can I request a refund,check_refund_policy,,,,,BL
1562,how can I check your money back guarantee?,check_refund_policy,,,,,BIL
1563,I have to check in what cases can I request a reimbursement,check_refund_policy,,,,,BL
1564,help me to see in what cases can I request a damn refund,check_refund_policy,,,,,BLW
1565,can i check in what situations can i ask to be reimbursed,check_refund_policy,,,,,BILQ
1566,are the  charges of services refundable?,check_refund_policy,,,,,BIZ
1567,I need to check in what cases can I request my money back,check_refund_policy,,,,,BL
1568,ur money back policy,check_refund_policy,,,,,BQ
1569,want assistance checking your money back guarantee,check_refund_policy,,,,,BLQ
1570,want help to see in what cases can I ask for reimbursements,check_refund_policy,,,,,BLQ
1571,can you help me seeing your reimbursement policy?,check_refund_policy,,,,,BIL
1572,I don't know what to do to check your money back guarantee,check_refund_policy,,,,,BL
1573,I need to check in which acses can I ask for refunds,check_refund_policy,,,,,BLZ
1574,assistance seeing in what cases can I ask for a refund,check_refund_policy,,,,,BL
1575,help checking in what cases can i ask to be refunded,check_refund_policy,,,,,BQ
1576,I am trying to see in what situations can I ask for a refund,check_refund_policy,,,,,BL
1577,want help to see in what cases can I ask for refunds,check_refund_policy,,,,,BLQ
1578,help me check in which situations can I ask to be reimbursed,check_refund_policy,,,,,BL
1579,what do i have to do to check ur refund policy,check_refund_policy,,,,,BIQ
1580,help me to see in what cases can I ask for refunds,check_refund_policy,,,,,BL
1581,I want help to check in what cases can I ask for a refund,check_refund_policy,,,,,B
1582,help to check in what cases can I request to be reimnursed,check_refund_policy,,,,,BLZ
1583,assistance to check in what situations can I request refunds,check_refund_policy,,,,,BL
1584,show me under what circumstances can I request a refund,check_refund_policy,,,,,BL
1585,in what cases can I request my money back?,check_refund_policy,,,,,BIL
1586,i need assistance checking ur reimbursement policy,check_refund_policy,,,,,BLQ
1587,I would like to see your refund policy,check_refund_policy,,,,,BLP
1588,show me in what situations can I ask for my money bacxk,check_refund_policy,,,,,BLZ
1589,assistance to see in which cases can i ask for my money back,check_refund_policy,,,,,BLQ
1590,help me to see in what cases can i request a refund,check_refund_policy,,,,,BLQ
1591,I want help to see in what cases can I ask for a refund,check_refund_policy,,,,,BL
1592,I need to check in which cases can I ask for my money back,check_refund_policy,,,,,BL
1593,see in what situations can I request my money back,check_refund_policy,,,,,BL
1594,needto see ur refund policy could uhelp me,check_refund_policy,,,,,BCILPQZ
1595,help checking how long refunds usually take,check_refund_policy,,,,,B
1596,could I see in what situations can I ask for my money back?,check_refund_policy,,,,,BILP
1597,want assistance seeing your refund policy,check_refund_policy,,,,,BLQ
1598,I need assistance seeing your reimbursement policy,check_refund_policy,,,,,BL
1599,I want to see in what situations can I ask to be refunded,check_refund_policy,,,,,BL
1600,in which cases can i ask for my money back,check_refund_policy,,,,,BILQ
1601,I try to check in which cases can I request a reimbursement,check_refund_policy,,,,,BL
1602,I try to see in which cases can I ask for refunds,check_refund_policy,,,,,BL
1603,I try to see in which cases can I request my money back,check_refund_policy,,,,,BL
1604,i dont know what i need to do to see ur refund policy,check_refund_policy,,,,,BLQ
1605,i have to see how long reimbursements take,check_refund_policy,,,,,BLQ
1606,"I need to check your money back guarantee, how can I do it?",check_refund_policy,,,,,BCIL
1607,I have to check in which situations can I ask to be refunded,check_refund_policy,,,,,BL
1608,under which circumstances can I request my money back?,check_refund_policy,,,,,BIL
1609,help me to check in what cases can i ask for refunds,check_refund_policy,,,,,BQ
1610,is it possible to see ur money back guafantee,check_refund_policy,,,,,BILQZ
1611,I need to check in what cases can I ask for refunds,check_refund_policy,,,,,B
1612,I want help to see in which situations can I ask for refunds,check_refund_policy,,,,,BL
1613,could uhelp me checking in what cases can i ask for reufnds,check_refund_policy,,,,,BIPQZ
1614,I want help seeing how long refunds usually take,check_refund_policy,,,,,BL
1615,check in what cases can I request a refund,check_refund_policy,,,,,BL
1616,assistance checking inn which cases can i ask for a refund,check_refund_policy,,,,,BLQZ
1617,I want asistance checking how long refunds take,check_refund_policy,,,,,BZ
1618,i try to check in what cases can i ask for reimbursements,check_refund_policy,,,,,BLQ
1619,"I want to see how long reimbursements take , how to do it?",check_refund_policy,,,,,BCILZ
1620,help seeing in what situations can I ask to be refunded,check_refund_policy,,,,,BL
1621,i dont know what to do to see ur money back guarantee,check_refund_policy,,,,,BLQ
1622,I need to see in what cases can I request reimbursements,check_refund_policy,,,,,BL
1623,I want to see your money back policy,check_refund_policy,,,,,BL
1624,wanna see in what situations can i request  my money back,check_refund_policy,,,,,BLQZ
1625,can i see in which situations can i ask for a refund,check_refund_policy,,,,,BILQ
1626,"I have to see your money back policy, help me",check_refund_policy,,,,,BCL
1627,show me in which situations can I ask for a reimbursement,check_refund_policy,,,,,BL
1628,help me check in which cases can I request to be refunded,check_refund_policy,,,,,BL
1629,I want help seeing how long reimbursements take,check_refund_policy,,,,,BL
1630,wanna check ur refun policy can uhelp me,check_refund_policy,,,,,BCIQZ
1631,i have to see in what situations can i requet my money back,check_refund_policy,,,,,BLQZ
1632,I don't know how I could check your reimbursement policy,check_refund_policy,,,,,BLP
1633,can i check in what cases can i ask for reimbursements,check_refund_policy,,,,,BILQ
1634,need help to check in what cases can I request refunds,check_refund_policy,,,,,BLQ
1635,I need help seeing in what situations can I request a refund,check_refund_policy,,,,,BL
1636,help me checking in which situations can i request a refund,check_refund_policy,,,,,BLQ
1637,I need help to check your damn reimbursement policy,check_refund_policy,,,,,BLW
1638,help to see in what cases can i request to be reimbursed,check_refund_policy,,,,,BLQ
1639,I need help checking hiw long refunds usually take,check_refund_policy,,,,,BZ
1640,help checking ur money back policy,check_refund_policy,,,,,BQ
1641,help to see in what cases can I request my money back,check_refund_policy,,,,,BL
1642,help checking in which cases can i ask to be refunded,check_refund_policy,,,,,BLQ
1643,can I see in what situations can I request redimbursements?,check_refund_policy,,,,,BILZ
1644,I have to check in what cases can I ask to be refunded,check_refund_policy,,,,,B
1645,wanna check ur reimbursement policy can i get some help,check_refund_policy,,,,,BCILQ
1646,can you show me in what cases can I request reimbursements?,check_refund_policy,,,,,BIL
1647,help me check in what cases can I ask to be reimbursed,check_refund_policy,,,,,BL
1648,assistance to see ur money back guarantee,check_refund_policy,,,,,BLQ
1649,will you show me in what situations can I ask for refunds?,check_refund_policy,,,,,BILP
1650,can you show me in which cases can I ask to be reimbursed?,check_refund_policy,,,,,BIL
1651,help me see in which cases can I request my money back,check_refund_policy,,,,,BL
1652,help to see in which cases can I ask for a refund,check_refund_policy,,,,,BL
1653,can I check in what cases can I request to be refunded?,check_refund_policy,,,,,BIL
1654,wanna see how long refunds take how can i do it,check_refund_policy,,,,,BCILQ
1655,help seeing in which cases can i request a refund,check_refund_policy,,,,,BLQ
1656,help seeing in what situations can I request my money back,check_refund_policy,,,,,BL
1657,"I have got to see your refund policy, help me",check_refund_policy,,,,,BCL
1658,"I want to check your money back guarantee, how to do it?",check_refund_policy,,,,,BCIL
1659,I want help to see how long the goddamn refunds take,check_refund_policy,,,,,BLW
1660,where do i see ur bloody refund policy,check_refund_policy,,,,,BILQW
1661,wanna check in what cases can i ask to be refunded help me,check_refund_policy,,,,,BCQ
1662,help me to see in what cases can I request my money back,check_refund_policy,,,,,BL
1663,I want help to see in which cases can I ask for refunds,check_refund_policy,,,,,BL
1664,can ya help me checking how long reimburaements take,check_refund_policy,,,,,BILQZ
1665,i have to see ur money back guarantee  how can i do it,check_refund_policy,,,,,BCILQZ
1666,I cannot check your money back guarantee,check_refund_policy,,,,,BEL
1667,"I have got to see how long reimbursements take, help me",check_refund_policy,,,,,BCL
1668,i have to check in which cases can i ask to be refunded,check_refund_policy,,,,,BLQ
1669,help checking in what cases can I request to be reimbursed,check_refund_policy,,,,,BL
1670,I want assistance to see in what cases can I request refunds,check_refund_policy,,,,,BL
1671,i have to see in which cases can i request refunds,check_refund_policy,,,,,BLQ
1672,help seeing in which situations can I request reimbursements,check_refund_policy,,,,,BL
1673,I have got to see in what cases can I request refunds,check_refund_policy,,,,,BL
1674,show me how long reimbursements take,check_refund_policy,,,,,BL
1675,can i check ur erimbursement policy,check_refund_policy,,,,,BILQZ
1676,i need help checking in which cases can i ask for refunds,check_refund_policy,,,,,BLQ
1677,help me see in what cases can i ask to be refunded,check_refund_policy,,,,,BLQ
1678,i need help to check how lonmg refunds usually take,check_refund_policy,,,,,BQZ
1679,I want help to see in which cases can I ask for a refund,check_refund_policy,,,,,BL
1680,"I want to see your money back policy, I need help",check_refund_policy,,,,,BCL
1681,check how long reimbursements usually take,check_refund_policy,,,,,BL
1682,need to check in which cass can i request a reimbursement,check_refund_policy,,,,,BLQZ
1683,want assistance seeing how long refunds take,check_refund_policy,,,,,BLQ
1684,need help to check in which cases can i ask to be reimursed,check_refund_policy,,,,,BLQZ
1685,show me under which circumstances can I request refunds,check_refund_policy,,,,,BL
1686,need to see in which situations can i request refunds,check_refund_policy,,,,,BLQ
1687,i try to check in what situationscan i ask for refunds,check_refund_policy,,,,,BLQZ
1688,can I check your money back policy?,check_refund_policy,,,,,BI
1689,want assistance to see your reimbursement policy,check_refund_policy,,,,,BLQ
